sample_id,plot_id,site,treatment,collection_date,ph,moisture_pct,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,temp_c,rainfall_mm,insect_count,is_irrigated,qc_status,sensor_status,microbial_index,yield_g,notes
S0397,P38,west,lime,2024-06-09,6.14,12.85,31.45,3.5,88.85,10.33,17.29,13,false,pass,ok,1.6,240.17,edge plot
S0398,P39,east,lime,2024-11-10,6.92,26.76,14.68,9.79,73.74,10.82,3.67,13,false,pass,ok,0.781,267.8,baseline
S0399,P40,south,drought,2024-05-16,6.39,8.89,20.11,6.72,69.09,8.73,9.61,17,false,pass,ok,0.868,194.3,baseline
S0400,P01,south,npk,2024-05-19,5.76,17.57,59.41,20.65,100.59,26.46,14.74,9,true,warn,ok,0.797,328.25,edge plot
S0401,P02,east,control,2024-07-22,6.73,17.6,20.65,14.97,98.96,28.39,0.0,9,false,warn,ok,1.338,231.78,baseline
S0402,P03,east,organic,2024-10-26,6.48,26.55,20.6,18.58,90.02,8.56,9.07,18,true,warn,ok,1.121,285.8,baseline
S0403,P04,east,lime,2024-08-04,6.47,18.08,31.45,10.48,70.16,17.41,4.53,17,false,warn,ok,1.17,224.4,baseline
S0404,P05,south,organic,2024-10-09,6.06,19.51,23.48,20.99,79.36,18.84,8.55,20,true,warn,maintenance,1.684,275.48,recheck moisture
S0405,P06,east,npk,2024-03-23,6.7,11.72,32.91,22.43,91.72,6.81,15.46,0,false,pass,ok,1.415,278.12,baseline
S0406,P07,south,organic,2024-09-16,5.68,17.61,39.17,12.6,90.27,22.69,8.65,0,true,pass,ok,1.667,301.77,sensor drift
S0407,P08,east,lime,2024-02-12,6.03,18.02,37.65,10.64,54.11,9.12,2.88,7,false,pass,ok,1.303,273.41,late sampling
S0408,P09,east,organic,2024-04-11,5.7,20.97,38.91,10.56,118.79,19.69,9.28,12,false,pass,ok,1.736,317.86,sensor drift
S0409,P10,south,control,2024-07-24,6.34,15.93,22.32,12.36,77.13,19.61,15.3,12,false,warn,ok,1.022,240.39,recheck moisture
S0410,P11,south,organic,2024-05-27,6.5,20.47,38.74,16.75,107.08,25.78,7.43,6,true,pass,ok,1.681,304.11,edge plot
S0411,P12,south,organic,2024-10-25,6.42,23.37,33.3,18.37,106.81,22.63,4.33,0,false,pass,ok,1.572,307.22,sensor drift
S0412,P13,south,drought,2024-06-30,6.6,21.92,17.22,4.58,62.7,7.09,7.81,23,true,pass,ok,1.514,198.97,late sampling
S0413,P14,south,organic,2024-03-27,6.2,32.36,26.05,18.36,106.59,18.73,9.88,15,true,pass,ok,1.711,283.98,edge plot
S0414,P15,east,organic,2024-11-09,6.6,28.86,28.71,13.79,99.24,23.68,0.0,13,false,warn,ok,1.35,311.43,baseline
S0415,P16,south,npk,2024-01-19,6.16,20.61,52.68,28.34,135.47,17.88,0.0,20,false,pass,ok,1.173,335.84,sensor drift
S0416,P17,north,npk,2024-05-25,5.82,20.63,53.31,20.8,147.5,20.06,0.0,1,true,pass,ok,1.579,361.06,
S0417,P18,north,organic,2024-01-14,5.94,26.28,32.52,9.55,124.55,8.55,7.35,13,true,pass,ok,1.363,297.54,
S0418,P19,north,organic,2024-01-23,6.39,27.8,30.85,15.25,65.89,28.98,4.25,9,true,pass,ok,1.59,310.59,late sampling
S0419,P20,west,control,2024-07-23,5.91,18.48,38.71,9.34,82.17,11.0,3.35,17,false,warn,ok,1.065,298.31,
S0420,P21,east,lime,2024-03-08,6.33,21.55,29.35,11.35,98.58,15.31,7.06,22,true,pass,ok,1.337,283.28,baseline
S0421,P22,north,lime,2024-06-23,7.07,15.1,14.66,7.91,39.49,18.65,6.49,9,true,pass,ok,0.976,276.97,
S0422,P23,east,npk,2024-09-24,6.11,12.83,40.77,26.17,99.27,18.26,2.27,16,false,pass,ok,0.833,299.4,baseline
S0423,P24,north,drought,2024-04-01,6.34,11.75,22.97,4.6,94.11,13.53,6.36,0,true,pass,ok,1.597,177.16,recheck moisture
S0424,P25,south,control,2024-11-05,5.91,15.78,17.44,13.98,82.03,6.32,4.28,4,true,pass,ok,1.168,217.71,late sampling
S0425,P26,east,drought,2024-06-03,5.51,12.93,28.91,12.49,54.57,10.52,14.78,13,true,pass,ok,1.395,186.34,baseline
S0426,P27,east,drought,2024-03-16,5.97,13.69,25.66,13.58,102.93,29.13,0.0,14,false,pass,ok,1.241,195.54,baseline
S0427,P28,north,drought,2024-07-31,6.42,10.51,14.27,6.88,75.01,17.7,0.01,12,false,pass,ok,0.805,181.06,late sampling
S0428,P29,north,drought,2024-10-22,5.78,19.76,31.57,6.07,90.14,17.87,13.13,9,false,pass,ok,1.282,235.21,recheck moisture
S0429,P30,central,npk,2024-10-27,6.69,14.75,54.2,25.21,87.99,9.15,5.45,24,false,pass,ok,1.157,305.49,recheck moisture
S0430,P31,central,npk,2024-05-24,6.43,22.43,49.74,23.08,119.3,17.81,11.88,0,true,pass,ok,1.436,344.93,sensor drift
S0431,P32,east,npk,2024-03-30,6.59,18.9,43.74,25.91,117.44,20.82,11.1,15,true,pass,ok,1.691,340.92,sensor drift
S0432,P33,south,lime,2024-11-05,6.7,15.22,7.4,5.91,87.58,26.2,10.18,14,false,pass,maintenance,1.233,213.04,baseline
S0433,P34,south,control,2024-04-15,6.69,20.06,30.55,5.57,87.68,23.58,15.03,18,true,pass,ok,0.96,265.84,baseline
S0434,P35,south,drought,2024-06-23,5.74,12.68,30.54,9.1,61.8,21.11,8.29,25,true,pass,ok,0.696,222.99,edge plot
S0435,P36,central,organic,2024-01-16,6.13,24.9,20.38,14.49,94.26,14.12,0.0,19,true,pass,ok,1.626,283.53,late sampling
S0436,P37,north,lime,2024-05-31,6.4,23.27,16.83,14.48,59.46,13.53,1.73,24,false,pass,ok,0.904,260.13,late sampling
S0437,P38,central,lime,2024-11-29,6.43,13.37,37.08,5.89,54.98,27.14,14.43,17,true,pass,ok,0.891,253.1,recheck moisture
S0438,P39,north,lime,2024-10-09,6.27,14.55,34.57,18.32,85.55,18.96,7.38,27,true,pass,ok,1.146,220.26,sensor drift
S0439,P40,central,organic,2024-03-04,5.66,22.65,29.64,14.06,123.09,16.88,18.79,10,false,pass,ok,1.286,281.28,late sampling
S0440,P01,south,organic,2024-06-02,5.94,25.55,20.63,13.03,69.82,18.47,8.08,19,false,pass,ok,1.822,306.27,edge plot
S0441,P02,north,control,2024-02-01,6.11,20.14,29.06,15.3,92.75,15.67,0.0,6,false,pass,ok,1.582,256.33,edge plot
S0442,P03,west,npk,2024-03-14,6.21,13.04,45.85,26.7,105.69,18.7,5.74,3,true,pass,ok,1.311,318.39,edge plot
S0443,P04,north,control,2024-07-08,6.29,20.51,26.16,1.51,119.93,13.28,0.0,13,true,pass,ok,1.613,230.27,recheck moisture
S0444,P05,south,drought,2024-01-02,5.55,5.72,38.16,5.47,91.63,19.58,16.48,3,true,pass,ok,1.222,182.44,edge plot
S0445,P06,west,drought,2024-03-17,6.44,7.33,37.78,7.9,64.12,11.59,2.07,18,false,warn,ok,0.895,177.45,
S0446,P07,north,lime,2024-11-18,6.86,16.47,15.1,13.65,96.17,10.62,2.22,4,true,pass,ok,0.673,236.59,baseline
S0447,P08,central,npk,2024-01-10,5.93,20.32,59.48,24.79,89.91,8.03,2.84,10,false,pass,maintenance,1.116,364.44,baseline
S0448,P09,central,organic,2024-07-14,5.91,25.55,35.41,17.1,103.74,12.13,12.34,15,true,pass,ok,1.473,314.32,baseline
S0449,P10,east,drought,2024-02-20,5.78,7.6,28.69,4.68,103.79,8.9,10.94,24,false,pass,ok,1.107,199.73,baseline
S0450,P11,east,drought,2024-10-10,5.89,6.42,25.81,10.85,117.33,12.46,16.76,9,true,pass,ok,1.114,205.01,baseline
S0451,P12,central,npk,2024-03-13,6.05,25.82,43.71,17.92,105.58,27.88,7.74,12,true,pass,ok,1.208,342.57,edge plot
S0452,P13,east,lime,2024-05-08,6.91,14.94,30.09,6.42,62.37,18.25,17.44,15,false,pass,ok,1.298,255.91,late sampling
S0453,P14,east,drought,2024-04-17,6.13,14.8,23.15,8.48,64.99,12.27,8.11,3,true,fail,ok,0.873,205.14,baseline
S0454,P15,south,control,2024-11-07,6.17,23.48,18.06,2.74,99.84,22.88,8.58,2,false,pass,ok,1.663,254.12,
S0455,P16,west,control,2024-06-29,6.77,13.65,32.6,4.21,102.47,25.48,11.08,11,true,pass,ok,1.182,219.9,
S0456,P17,east,npk,2024-02-16,6.58,12.22,34.7,24.02,159.56,29.22,14.81,14,false,pass,ok,1.555,303.04,baseline
S0457,P18,east,lime,2024-09-13,6.49,11.74,21.24,4.45,69.06,19.56,10.88,13,true,pass,ok,1.242,252.56,sensor drift
S0458,P19,south,control,2024-12-20,6.41,12.88,17.04,10.19,79.25,16.25,3.96,1,false,pass,ok,1.094,232.1,late sampling
S0459,P20,west,drought,2024-07-04,6.02,17.93,28.45,18.57,91.72,18.78,5.58,19,true,warn,ok,1.378,211.32,
S0460,P21,west,control,2024-05-07,5.84,17.23,27.53,9.33,76.97,16.37,18.6,14,false,pass,ok,0.577,257.07,baseline
S0461,P22,east,lime,2024-05-01,7.03,19.01,14.02,10.5,54.88,19.89,9.82,13,true,pass,ok,1.32,237.58,edge plot
S0462,P23,north,organic,2024-11-08,6.35,30.2,37.84,12.89,89.53,15.15,16.26,19,true,pass,ok,1.746,323.52,edge plot
S0463,P24,central,lime,2024-02-21,6.31,25.27,19.66,6.58,84.57,10.62,14.45,18,true,pass,ok,0.881,241.63,sensor drift
S0464,P25,east,drought,2024-09-03,6.27,7.84,27.04,10.41,73.92,13.48,0.0,19,false,pass,ok,1.223,181.93,sensor drift
S0465,P26,central,organic,2024-05-29,6.04,29.97,33.54,15.4,89.43,18.17,14.05,0,true,pass,ok,1.868,298.73,sensor drift
S0466,P27,south,drought,2024-12-21,6.23,4.23,27.5,13.09,61.36,14.06,6.36,18,true,warn,ok,0.638,187.15,
S0467,P28,south,npk,2024-08-26,6.35,18.51,58.0,25.43,105.26,23.76,9.06,16,false,pass,ok,1.321,351.19,sensor drift
S0468,P29,west,npk,2024-11-19,6.3,18.13,42.61,24.61,112.22,10.18,15.18,3,true,pass,ok,1.677,331.95,baseline
S0469,P30,north,npk,2024-07-13,6.39,21.07,40.19,23.09,129.25,14.87,5.44,15,true,pass,ok,0.84,340.66,baseline
S0470,P31,south,npk,2024-04-07,5.83,14.86,50.37,13.09,81.06,11.87,15.95,15,true,pass,ok,1.161,337.53,sensor drift
S0471,P32,south,lime,2024-10-26,6.96,18.47,28.19,4.2,84.87,7.56,0.0,11,false,pass,ok,0.985,256.24,sensor drift
S0472,P33,central,drought,2024-09-10,5.97,5.4,19.43,11.46,54.77,10.97,13.2,6,true,pass,ok,1.095,184.27,sensor drift
S0473,P34,east,lime,2024-02-13,6.06,22.22,29.37,6.84,99.15,17.17,3.42,6,true,pass,ok,1.1,277.24,recheck moisture
S0474,P35,west,npk,2024-05-15,6.37,16.82,47.57,24.64,91.97,21.45,11.06,0,true,pass,ok,1.251,343.21,sensor drift
S0475,P36,east,organic,2024-12-15,6.61,26.23,43.14,21.09,121.95,23.19,3.5,10,false,pass,ok,2.104,321.75,late sampling
S0476,P37,north,drought,2024-11-30,6.02,11.18,20.46,7.7,87.75,23.98,0.87,13,false,pass,ok,0.77,196.43,sensor drift
S0477,P38,south,drought,2024-12-23,5.9,4.0,30.89,12.15,81.85,26.97,4.64,24,true,pass,ok,1.24,209.18,edge plot
S0478,P39,central,organic,2024-06-15,6.3,22.95,32.16,23.06,132.98,29.86,0.0,6,false,pass,ok,1.052,331.1,baseline
S0479,P40,central,drought,2024-04-06,5.97,5.53,43.0,7.81,68.24,10.11,6.29,7,false,pass,ok,1.373,247.76,edge plot
S0480,P01,east,npk,2024-04-29,5.95,13.1,43.65,21.6,111.97,13.84,13.04,7,false,pass,ok,1.189,301.84,recheck moisture
S0481,P02,south,npk,2024-06-07,6.12,16.72,36.21,14.47,84.17,20.1,0.0,11,true,pass,ok,1.432,322.9,recheck moisture
S0482,P03,central,organic,2024-10-18,6.66,18.29,35.59,15.74,80.21,27.14,0.0,15,false,pass,ok,1.557,287.36,recheck moisture
S0483,P04,south,lime,2024-08-09,6.45,20.43,22.29,6.37,72.48,28.7,8.78,28,true,pass,ok,1.535,234.0,
S0484,P05,south,drought,2024-07-29,6.59,4.0,16.46,11.67,83.93,24.4,4.98,19,true,pass,ok,1.545,182.55,
S0485,P06,west,drought,2024-06-24,6.3,13.79,18.67,11.97,80.6,28.01,3.36,23,true,pass,ok,1.23,234.97,recheck moisture
S0486,P07,west,organic,2024-03-23,5.8,26.06,33.42,14.65,116.41,15.38,17.0,18,false,pass,ok,1.514,313.36,
S0487,P08,central,npk,2024-08-14,6.44,22.25,32.49,17.98,87.87,27.53,4.02,16,true,pass,ok,1.262,279.39,sensor drift
S0488,P09,south,npk,2024-02-16,5.62,18.76,45.24,24.59,85.45,7.52,10.61,11,false,pass,ok,1.488,338.0,sensor drift
S0489,P10,east,lime,2024-11-16,6.13,19.5,34.63,11.88,76.58,11.13,5.7,15,true,pass,ok,1.111,265.29,sensor drift
S0490,P11,central,organic,2024-01-23,5.68,24.75,39.65,6.71,65.07,8.44,0.0,6,false,pass,maintenance,0.929,285.22,
S0491,P12,west,npk,2024-06-19,5.81,18.5,32.83,27.87,106.33,7.62,21.15,13,true,pass,ok,0.81,313.66,baseline
S0492,P13,south,control,2024-11-11,6.51,20.35,29.13,7.31,85.84,7.91,12.58,19,true,pass,ok,1.23,286.27,edge plot
S0493,P14,east,npk,2024-05-22,5.98,18.29,42.79,23.07,92.0,25.51,8.01,6,false,pass,ok,1.727,341.23,recheck moisture
S0494,P15,south,lime,2024-07-14,6.53,20.57,35.31,14.27,88.27,28.89,25.66,19,false,pass,ok,0.776,256.77,recheck moisture
S0495,P16,south,lime,2024-02-10,6.41,15.36,25.98,11.36,97.89,20.54,5.42,21,false,pass,ok,0.59,249.24,sensor drift
S0496,P17,west,drought,2024-03-26,5.96,5.54,30.12,7.87,84.26,28.89,0.0,13,true,pass,ok,1.104,213.38,late sampling
S0497,P18,south,organic,2024-07-13,6.16,19.82,35.23,14.78,90.7,9.28,4.59,12,true,pass,ok,1.455,279.32,edge plot
S0498,P19,west,organic,2024-07-15,6.19,20.21,24.74,15.05,97.75,28.12,2.19,18,true,pass,ok,1.842,271.05,late sampling
S0499,P20,west,organic,2024-12-22,5.67,20.45,38.54,16.09,115.51,28.12,1.95,21,true,pass,ok,1.026,279.16,recheck moisture
S0500,P21,east,npk,2024-11-04,6.29,16.61,40.95,23.31,115.3,23.08,0.98,20,false,pass,ok,1.307,314.61,edge plot
S0501,P22,east,organic,2024-09-13,6.76,21.6,26.4,14.53,112.32,27.03,7.64,8,false,pass,ok,1.759,314.21,
S0502,P23,west,organic,2024-01-04,6.78,24.1,32.59,21.59,106.81,18.6,2.49,1,true,pass,ok,1.551,314.81,baseline
S0503,P24,west,lime,2024-04-18,6.12,20.66,26.84,10.18,66.08,27.65,0.92,18,false,warn,ok,1.135,271.66,sensor drift
S0504,P25,north,organic,2024-01-16,6.3,17.34,34.66,17.14,98.78,24.04,15.92,12,false,pass,ok,1.839,295.85,sensor drift
S0505,P26,west,drought,2024-06-21,6.13,7.48,35.36,8.08,93.06,11.75,4.11,18,false,fail,ok,1.207,201.64,
S0506,P27,west,npk,2024-01-14,6.32,20.48,40.25,19.7,78.6,14.84,1.52,4,true,pass,ok,1.826,324.29,sensor drift
S0507,P28,north,organic,2024-01-24,6.76,23.4,21.01,16.47,115.61,23.74,9.51,4,false,warn,ok,1.289,263.12,baseline
S0508,P29,west,organic,2024-11-06,5.83,27.39,40.59,8.9,79.51,18.11,15.44,22,true,pass,ok,1.607,313.4,edge plot
S0509,P30,north,drought,2024-12-05,6.05,11.11,29.89,15.83,70.41,8.53,9.46,11,false,pass,ok,1.124,230.01,
S0510,P31,west,control,2024-12-06,5.76,10.93,22.23,15.17,94.86,26.93,17.31,6,false,pass,ok,1.117,202.03,edge plot
S0511,P32,central,drought,2024-04-29,5.67,12.44,27.28,15.57,95.71,28.49,7.9,8,true,warn,maintenance,1.187,200.1,baseline
S0512,P33,central,lime,2024-04-07,6.92,21.92,24.11,6.01,100.36,25.12,0.0,10,true,pass,ok,1.064,255.68,sensor drift
S0513,P34,south,drought,2024-12-14,5.95,8.97,22.33,6.35,52.11,22.87,3.81,7,false,pass,error,1.123,167.64,recheck moisture
S0514,P35,west,organic,2024-12-26,6.76,31.65,38.27,19.65,118.41,26.35,11.93,9,false,warn,ok,1.751,302.82,sensor drift
S0515,P36,south,control,2024-10-07,6.07,13.5,29.24,7.69,94.62,7.72,7.29,5,false,pass,ok,1.381,254.37,late sampling
S0516,P37,north,organic,2024-08-22,6.39,19.7,28.97,7.52,99.23,11.03,9.33,7,false,pass,ok,1.852,309.89,recheck moisture
S0517,P38,west,drought,2024-12-13,6.41,12.81,23.39,12.48,78.17,7.26,16.63,10,false,warn,ok,1.146,198.49,recheck moisture
S0518,P39,west,drought,2024-06-03,6.23,17.28,21.72,5.65,99.48,25.09,2.34,0,false,pass,ok,1.063,187.38,baseline
S0519,P40,north,control,2024-03-03,6.19,15.38,16.66,15.16,83.39,19.74,6.53,25,false,pass,ok,1.036,215.87,late sampling
S0520,P01,south,control,2024-06-15,5.68,24.74,17.28,12.91,110.24,6.47,1.02,8,false,pass,ok,0.859,234.27,
S0521,P02,north,npk,2024-12-03,6.68,20.57,54.81,24.17,130.71,25.21,10.26,14,true,pass,ok,1.24,344.9,baseline
S0522,P03,central,organic,2024-07-05,6.76,29.85,52.37,14.35,83.6,7.11,20.26,6,true,pass,ok,1.284,342.98,sensor drift
S0523,P04,central,lime,2024-09-18,6.15,24.77,33.63,10.21,91.58,13.19,15.48,0,false,pass,ok,1.441,289.82,baseline
S0524,P05,central,organic,2024-05-13,6.06,27.74,28.4,18.65,101.89,16.21,5.46,2,true,pass,error,1.446,293.57,sensor drift
S0525,P06,central,lime,2024-11-05,6.1,19.71,18.72,10.92,62.92,29.14,8.07,18,true,pass,ok,1.148,248.51,sensor drift
S0526,P07,east,npk,2024-04-25,5.93,28.24,57.88,23.71,153.65,24.79,13.24,18,false,pass,ok,1.391,376.28,late sampling
S0527,P08,east,lime,2024-05-18,6.63,20.19,22.04,13.75,74.1,14.28,7.14,0,true,pass,ok,1.071,248.56,baseline
S0528,P09,central,npk,2024-12-02,5.75,12.69,54.0,28.08,119.44,29.39,6.8,6,false,pass,ok,1.646,330.66,late sampling
S0529,P10,east,organic,2024-08-07,6.22,21.99,15.2,16.76,120.35,8.09,4.47,24,false,pass,ok,1.507,283.83,late sampling
S0530,P11,north,control,2024-05-26,6.26,8.84,25.73,14.08,75.55,18.21,7.17,2,true,fail,ok,1.118,214.55,late sampling
S0531,P12,south,control,2024-08-05,6.44,17.99,19.01,9.32,35.92,25.76,13.37,5,false,pass,maintenance,0.964,205.89,late sampling
S0532,P13,south,npk,2024-02-08,6.04,20.81,50.55,26.44,116.62,10.09,13.35,10,false,pass,ok,1.33,331.62,edge plot
S0533,P14,east,organic,2024-04-19,5.6,20.94,27.13,24.15,75.75,29.02,0.0,10,false,warn,ok,1.525,291.37,edge plot
S0534,P15,east,organic,2024-06-30,5.73,19.78,43.38,15.56,96.39,16.34,10.38,21,false,pass,ok,1.928,312.67,sensor drift
S0535,P16,south,drought,2024-07-21,5.85,4.74,37.7,6.91,76.76,29.74,4.41,4,true,pass,ok,1.492,182.41,baseline
S0536,P17,south,organic,2024-01-21,5.76,20.45,36.42,21.81,100.26,28.76,24.57,6,true,pass,ok,1.446,294.25,edge plot
S0537,P18,central,drought,2024-03-08,5.53,11.72,26.04,12.63,97.57,24.42,8.77,24,true,fail,ok,1.011,203.52,edge plot
S0538,P19,north,drought,2024-05-06,6.14,10.62,19.9,9.62,88.73,12.32,5.3,0,true,pass,ok,1.523,204.56,late sampling
S0539,P20,south,npk,2024-10-29,6.35,19.35,48.26,19.4,118.37,10.61,8.69,13,true,warn,ok,0.817,333.03,recheck moisture
S0540,P21,south,organic,2024-08-06,6.18,17.55,32.29,14.94,108.44,12.73,4.3,18,true,pass,ok,1.891,301.37,recheck moisture
S0541,P22,east,drought,2024-05-23,6.49,13.32,28.03,13.6,74.54,13.3,8.82,12,false,warn,ok,1.187,186.2,late sampling
S0542,P23,central,lime,2024-07-09,6.19,17.03,35.46,11.62,84.45,21.11,6.61,10,false,warn,ok,1.295,278.61,baseline
S0543,P24,north,lime,2024-11-12,6.31,15.9,3.0,11.9,107.45,7.05,10.72,21,true,warn,ok,1.766,185.78,sensor drift
S0544,P25,west,control,2024-08-11,5.68,8.9,34.02,9.16,79.91,20.38,6.96,8,true,pass,ok,1.058,215.9,edge plot
S0545,P26,west,lime,2024-09-19,7.07,21.8,36.5,4.81,100.82,15.62,7.48,17,true,pass,ok,1.521,248.43,edge plot
S0546,P27,central,lime,2024-05-12,6.26,19.31,37.34,7.68,76.45,7.09,8.13,14,true,warn,maintenance,1.143,298.6,
S0547,P28,south,npk,2024-09-30,5.74,14.21,35.9,25.49,107.23,28.71,11.5,7,true,warn,ok,1.549,308.5,baseline
S0548,P29,east,npk,2024-05-23,5.81,23.5,43.24,28.88,105.84,24.73,15.79,20,true,pass,ok,0.99,320.82,edge plot
S0549,P30,south,organic,2024-05-17,5.84,17.9,21.49,12.56,106.95,23.52,4.89,13,true,pass,ok,1.562,267.04,late sampling
S0550,P31,west,npk,2024-11-27,5.94,14.54,60.47,24.51,84.98,10.51,11.92,18,true,pass,ok,1.178,336.17,baseline
S0551,P32,central,control,2024-07-12,6.06,18.57,25.84,14.53,43.22,9.17,8.6,5,false,pass,ok,1.642,251.48,late sampling
S0552,P33,east,control,2024-04-13,5.77,18.58,8.14,11.37,65.86,17.49,8.29,22,true,pass,ok,1.501,231.07,baseline
S0553,P34,central,drought,2024-03-13,5.4,11.52,30.66,7.19,91.08,12.88,16.03,6,false,pass,ok,0.436,206.49,recheck moisture
S0554,P35,north,organic,2024-07-01,5.69,21.86,39.54,17.5,91.55,7.04,11.7,18,true,pass,ok,1.798,292.63,late sampling
S0555,P36,east,organic,2024-02-23,5.93,19.68,33.04,15.16,134.05,25.17,10.88,0,false,pass,ok,1.663,312.36,edge plot
S0556,P37,north,control,2024-10-22,6.11,17.63,20.58,9.07,88.43,24.42,3.79,19,true,fail,ok,1.111,233.12,
S0557,P38,south,drought,2024-08-02,6.06,5.91,22.75,7.18,77.06,8.01,6.39,2,false,pass,ok,1.402,191.38,recheck moisture
S0558,P39,north,organic,2024-10-12,6.17,25.45,35.88,19.21,86.0,26.38,8.59,7,true,pass,ok,1.737,303.17,recheck moisture
S0559,P40,south,control,2024-03-11,5.74,17.16,20.81,9.34,52.37,16.19,10.68,13,false,pass,ok,1.277,248.53,recheck moisture
S0560,P01,north,npk,2024-02-09,5.61,20.28,37.75,22.44,89.82,9.36,0.0,8,true,pass,ok,1.175,322.04,baseline
S0561,P02,south,control,2024-11-24,5.64,18.04,15.54,17.55,82.32,22.32,13.43,4,false,warn,ok,1.134,215.94,recheck moisture
S0562,P03,east,control,2024-09-24,6.05,25.07,21.01,8.9,83.58,15.41,15.21,0,false,pass,ok,0.84,258.24,edge plot
S0563,P04,west,npk,2024-01-28,6.56,16.21,40.81,23.25,114.56,20.48,8.82,10,true,pass,ok,0.856,303.98,sensor drift
S0564,P05,south,lime,2024-04-13,6.67,21.49,26.28,15.1,76.61,19.53,8.46,9,true,warn,ok,1.074,266.97,edge plot
S0565,P06,central,npk,2024-06-10,6.5,16.15,23.65,21.47,102.21,15.77,7.85,8,false,pass,ok,0.955,313.32,baseline
S0566,P07,east,npk,2024-03-18,6.42,23.55,50.33,24.78,106.18,11.18,6.62,7,false,fail,ok,1.542,346.66,late sampling
S0567,P08,east,drought,2024-03-08,5.81,5.34,37.11,2.36,95.93,24.58,4.88,15,false,pass,ok,0.996,186.37,baseline
S0568,P09,south,organic,2024-10-07,6.64,26.8,16.76,11.59,95.14,10.07,7.36,14,false,pass,ok,1.432,267.31,edge plot
S0569,P10,east,drought,2024-11-28,6.51,22.17,17.12,6.21,81.26,12.88,0.98,18,false,pass,ok,1.046,192.86,baseline
S0570,P11,west,lime,2024-08-18,6.22,22.84,16.46,5.83,62.22,23.79,8.36,26,true,warn,ok,1.338,259.39,baseline
S0571,P12,south,drought,2024-08-24,6.2,8.05,32.31,2.79,72.72,8.62,9.22,15,false,pass,ok,1.126,203.54,sensor drift
S0572,P13,central,drought,2024-04-18,6.24,7.41,25.96,12.26,82.5,17.28,4.65,6,true,pass,ok,1.418,183.05,edge plot
S0573,P14,west,npk,2024-01-28,5.85,25.51,46.94,19.3,116.39,10.23,11.02,16,true,warn,ok,1.048,352.67,sensor drift
S0574,P15,south,control,2024-02-17,6.67,7.57,33.93,9.23,91.46,28.61,0.62,13,false,warn,ok,1.477,228.92,baseline
S0575,P16,central,lime,2024-04-11,5.99,14.93,15.36,4.76,127.2,28.54,7.56,0,true,pass,ok,1.5,257.15,baseline
S0576,P17,west,organic,2024-09-23,6.47,34.75,31.58,19.54,75.05,21.33,6.56,10,false,pass,ok,1.552,297.65,recheck moisture
S0577,P18,east,npk,2024-04-07,6.77,17.32,44.37,22.28,107.01,27.52,0.0,11,false,pass,ok,1.003,337.25,late sampling
S0578,P19,west,lime,2024-06-20,6.04,20.14,32.56,12.38,101.69,19.03,0.0,22,false,pass,ok,0.786,233.71,baseline
S0579,P20,north,control,2024-02-15,6.38,14.55,19.51,3.32,80.68,28.25,13.27,17,false,pass,ok,1.044,239.62,edge plot
S0580,P21,central,drought,2024-02-28,5.63,8.72,25.78,18.68,71.94,15.91,12.01,0,false,pass,ok,1.233,206.29,
S0581,P22,east,organic,2024-07-31,6.41,33.85,33.46,16.9,95.85,24.97,11.92,3,false,pass,ok,1.262,314.41,late sampling
S0582,P23,west,npk,2024-11-11,6.37,21.83,32.33,20.15,105.56,21.27,11.67,11,false,pass,ok,1.564,338.5,late sampling
S0583,P24,north,lime,2024-07-19,6.91,15.57,20.54,1.0,65.68,10.89,13.36,16,false,pass,ok,1.052,197.7,baseline
S0584,P25,central,drought,2024-01-13,6.29,14.37,31.43,7.45,67.54,11.75,12.04,7,true,pass,ok,1.296,179.78,
S0585,P26,north,organic,2024-02-12,6.72,19.53,24.81,14.36,90.98,17.02,5.65,9,true,warn,ok,1.263,285.5,recheck moisture
S0586,P27,west,control,2024-09-08,6.55,13.55,29.76,8.06,71.22,16.08,14.54,4,true,pass,ok,1.502,231.01,
S0587,P28,central,control,2024-03-01,6.77,23.17,24.64,6.21,65.14,9.8,7.28,0,true,pass,ok,1.057,255.44,sensor drift
S0588,P29,north,npk,2024-01-16,5.99,19.37,57.67,24.93,104.76,17.56,13.32,9,false,pass,ok,0.9,351.17,edge plot
S0589,P30,south,organic,2024-03-29,5.84,28.06,22.53,17.81,93.01,25.04,4.92,9,true,pass,ok,1.182,305.1,sensor drift
S0590,P31,east,lime,2024-02-25,6.63,12.74,29.45,6.02,98.13,7.54,8.78,13,true,pass,ok,1.367,221.2,late sampling
S0591,P32,east,drought,2024-01-16,5.54,12.73,17.1,11.18,92.42,11.16,5.68,15,true,pass,ok,1.164,174.64,late sampling
S0592,P33,east,npk,2024-10-14,5.68,17.35,50.4,23.04,132.61,23.19,18.28,7,false,pass,ok,1.089,319.27,sensor drift
S0593,P34,south,npk,2024-01-26,6.56,4.3,45.21,20.19,114.4,10.11,5.26,18,false,pass,ok,1.66,263.98,edge plot
S0594,P35,east,npk,2024-07-25,5.64,12.61,42.96,21.62,112.78,17.28,10.99,4,true,pass,ok,1.578,332.77,edge plot
S0595,P36,central,control,2024-07-20,5.96,23.22,24.06,4.45,49.36,26.23,10.58,10,true,pass,ok,1.697,254.03,
